transaction_id,customer_id,menu_id,menu_name,category,quantity,price,total_price,transaction_date,transaction_time
TRX02270,C0193,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-02-06,18:15:00
TRX01255,C0163,M008,Croissant,Food,1,25000,25000,2024-11-20,16:57:00
TRX01788,C0134,M001,Kopi Latte,Coffee,1,28000,28000,2024-09-09,13:26:00
TRX01602,C0016,M015,Cheesecake,Food,2,30000,60000,2024-07-06,12:27:00
TRX02328,C0114,M002,Cappuccino,Coffee,1,30000,30000,2024-09-14,18:46:00
TRX02461,C0163,M005,Matcha Latte,Non-Coffee,3,32000,96000,2025-01-27,16:16:00
TRX00693,C0090,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-04-25,09:27:00
TRX02096,C0158,M009,Sandwich Ayam,Food,1,35000,35000,2024-12-28,21:28:00
TRX02698,C0077,M011,Pasta Carbonara,Food,1,45000,45000,2024-08-23,11:25:00
TRX00307,C0045,M001,Kopi Latte,Coffee,1,28000,28000,2024-10-07,13:45:00
TRX00432,C0106,M001,Kopi Latte,Coffee,1,28000,28000,2024-12-28,09:25:00
TRX02782,C0108,M001,Kopi Latte,Coffee,1,28000,28000,2025-06-30,20:26:00
TRX02716,C0171,M002,Cappuccino,Coffee,1,30000,30000,2025-01-31,17:34:00
TRX02008,C0193,M005,Matcha Latte,Non-Coffee,3,32000,96000,2024-07-31,17:11:00
TRX02323,C0140,M008,Croissant,Food,2,25000,50000,2024-08-12,21:53:00
TRX02786,C0039,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-10-10,18:33:00
TRX02839,C0086,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-03-10,19:06:00
TRX00621,C0142,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-10-26,11:37:00
TRX02543,C0100,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-08-07,20:31:00
TRX02114,C0148,M002,Cappuccino,Coffee,1,30000,30000,2025-01-09,15:51:00
TRX00605,C0162,M013,Vietnamese Drip,Coffee,2,27000,54000,2024-07-26,09:52:00
TRX02670,C0189,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-05-26,17:48:00
TRX02452,C0072,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-02-05,15:39:00
TRX01498,C0051,M009,Sandwich Ayam,Food,1,35000,35000,2025-06-28,16:36:00
TRX01310,C0111,M007,Teh Tarik,Non-Coffee,3,15000,45000,2025-01-29,17:18:00
TRX01966,C0175,M015,Cheesecake,Food,2,30000,60000,2025-05-14,14:48:00
TRX02245,C0062,M001,Kopi Latte,Coffee,1,28000,28000,2025-05-26,10:51:00
TRX02260,C0129,M002,Cappuccino,Coffee,1,30000,30000,2024-12-22,12:58:00
TRX02334,C0142,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-06-25,09:40:00
TRX02538,C0044,M008,Croissant,Food,2,25000,50000,2024-07-22,19:40:00
TRX00128,C0113,M003,Americano,Coffee,1,22000,22000,2024-12-08,17:58:00
TRX01153,C0195,M012,Caramel Macchiato,Coffee,3,33000,99000,2024-10-27,09:03:00
TRX00016,C0015,M004,Espresso,Coffee,1,18000,18000,2024-11-28,14:36:00
TRX00304,C0126,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-06-22,19:28:00
TRX01703,C0102,M004,Espresso,Coffee,1,18000,18000,2024-09-07,19:00:00
TRX01308,C0009,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-06-04,13:28:00
TRX01940,C0017,M005,Matcha Latte,Non-Coffee,2,32000,64000,2025-02-26,10:44:00
TRX00985,C0085,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-01-01,11:37:00
TRX00788,C0151,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-04-13,15:46:00
TRX01927,C0067,M003,Americano,Coffee,1,22000,22000,2024-08-15,12:43:00
TRX01165,C0157,M010,Roti Bakar,Food,1,20000,20000,2025-06-25,19:39:00
TRX01774,C0015,M004,Espresso,Coffee,2,18000,36000,2025-03-24,20:01:00
TRX01048,C0111,M005,Matcha Latte,Non-Coffee,2,32000,64000,2024-10-11,09:17:00
TRX02808,C0053,M003,Americano,Coffee,2,22000,44000,2024-10-13,16:10:00
TRX01949,C0035,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-11-30,14:24:00
TRX02826,C0120,M001,Kopi Latte,Coffee,2,28000,56000,2025-06-24,14:35:00
TRX02727,C0029,M002,Cappuccino,Coffee,1,30000,30000,2025-06-02,13:13:00
TRX01664,C0182,M010,Roti Bakar,Food,3,20000,60000,2024-12-13,20:36:00
TRX00681,C0134,M005,Matcha Latte,Non-Coffee,2,32000,64000,2025-06-03,10:04:00
TRX00412,C0124,M007,Teh Tarik,Non-Coffee,2,15000,30000,2025-06-03,20:43:00
TRX00323,C0121,M005,Matcha Latte,Non-Coffee,2,32000,64000,2024-10-08,10:12:00
TRX01024,C0041,M002,Cappuccino,Coffee,1,30000,30000,2024-07-16,08:36:00
TRX00948,C0114,M010,Roti Bakar,Food,3,20000,60000,2024-09-10,13:38:00
TRX02824,C0151,M002,Cappuccino,Coffee,3,30000,90000,2024-12-26,17:41:00
TRX01998,C0099,M001,Kopi Latte,Coffee,1,28000,28000,2025-05-05,20:53:00
TRX00411,C0108,M002,Cappuccino,Coffee,1,30000,30000,2024-09-15,20:34:00
TRX00288,C0116,M003,Americano,Coffee,2,22000,44000,2024-08-07,10:46:00
TRX01030,C0178,M009,Sandwich Ayam,Food,1,35000,35000,2025-02-25,08:51:00
TRX02225,C0075,M002,Cappuccino,Coffee,2,30000,60000,2024-08-19,12:27:00
TRX02942,C0097,M001,Kopi Latte,Coffee,1,28000,28000,2025-06-17,10:08:00
TRX02877,C0054,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-01-02,18:27:00
TRX02128,C0077,M008,Croissant,Food,1,25000,25000,2024-10-29,14:22:00
TRX00423,C0045,M001,Kopi Latte,Coffee,2,28000,56000,2025-05-24,16:18:00
TRX02214,C0196,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-02-10,20:38:00
TRX01778,C0115,M002,Cappuccino,Coffee,2,30000,60000,2024-10-08,16:47:00
TRX02679,C0026,M001,Kopi Latte,Coffee,1,28000,28000,2025-06-22,09:16:00
TRX02250,C0054,M009,Sandwich Ayam,Food,1,35000,35000,2025-01-19,14:40:00
TRX02730,C0158,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-11-19,17:14:00
TRX01066,C0058,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-03-17,21:57:00
TRX00625,C0026,M010,Roti Bakar,Food,1,20000,20000,2025-02-17,12:15:00
TRX01298,,M005,Matcha Latte,Non-Coffee,2,32000,64000,2025-02-06,16:36:00
TRX01969,C0018,M004,Espresso,Coffee,1,18000,18000,07/05/2025,16:32:00
TRX02430,C0077,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-10-30,12:29:00
TRX02065,C0125,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-07-08,21:26:00
TRX01705,C0013,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-11-07,21:03:00
TRX00287,C0106,M004,Espresso,Coffee,2,18000,36000,2025-03-10,17:41:00
TRX00699,C0058,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-05-16,20:33:00
TRX01619,C0048,M001,Kopi Latte,Coffee,1,28000,28000,2024-10-26,20:50:00
TRX00969,C0185,M001,Kopi Latte,Coffee,1,28000,28000,2024-10-04,16:32:00
TRX02572,C0182,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-09-20,10:02:00
TRX00392,C0079,M002,Cappuccino,Coffee,1,30000,30000,2025-06-21,11:50:00
TRX01828,C0135,M001,Kopi Latte,Coffee,1,28000,28000,2024-07-01,11:23:00
TRX02864,C0145,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-04-01,15:29:00
TRX02494,C0167,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2024-10-03,15:57:00
TRX00930,C0082,M002,Cappuccino,Coffee,1,30000,30000,2024-12-06,11:31:00
TRX01865,C0164,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-12-03,10:20:00
TRX00951,C0042,M008,Croissant,Food,1,25000,25000,2025-01-21,18:46:00
TRX02744,C0136,M011,Pasta Carbonara,Food,2,45000,90000,2025-04-30,14:18:00
TRX02537,C0006,M010,Roti Bakar,Food,3,20000,60000,2025-03-15,08:38:00
TRX00482,C0078,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2024-08-09,16:42:00
TRX00910,C0055,M010,Roti Bakar,Food,2,20000,40000,2024-10-04,11:16:00
TRX01468,C0050,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-12-19,16:10:00
TRX00142,C0117,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-05-25,09:21:00
TRX02251,C0111,M011,Pasta Carbonara,Food,1,45000,45000,2024-11-12,17:01:00
TRX01827,C0128,M001,Kopi Latte,Coffee,3,28000,84000,2024-09-17,08:50:00
TRX00756,C0155,M001,Kopi Latte,Coffee,2,28000,56000,2024-11-10,19:38:00
TRX01895,C0032,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-07-09,20:40:00
TRX00996,C0105,M015,Cheesecake,Food,1,30000,30000,2025-05-10,08:52:00
TRX01572,C0083,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-12-06,17:55:00
TRX01228,C0142,M001,Kopi Latte,Coffee,1,28000,28000,2024-11-05,15:02:00
TRX00586,C0188,M002,Cappuccino,Coffee,1,30000,30000,2025-06-10,10:20:00
TRX00311,C0177,M004,Espresso,Coffee,1,18000,18000,2024-08-16,17:49:00
TRX00037,C0024,M012,Caramel Macchiato,Coffee,3,33000,99000,2025-06-05,08:50:00
TRX00939,C0167,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-01-12,09:07:00
TRX00435,C0200,M001,Kopi Latte,Coffee,3,28000,84000,2024-08-24,15:39:00
TRX01766,C0068,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2024-11-23,17:43:00
TRX02615,C0077,M001,Kopi Latte,Coffee,1,28000,28000,2025-03-18,18:01:00
TRX00669,C0079,M015,Cheesecake,Food,1,30000,30000,2024-09-03,20:50:00
TRX02636,C0139,M010,Roti Bakar,Food,2,20000,40000,2025-03-25,08:41:00
TRX00858,C0193,M010,Roti Bakar,Food,1,20000,20000,2025-04-05,18:32:00
TRX00228,C0055,M011,Pasta Carbonara,Food,1,45000,45000,2025-03-11,17:08:00
TRX00296,C0142,M013,Vietnamese Drip,Coffee,2,27000,54000,2024-08-01,15:36:00
TRX01286,C0035,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-01-21,14:34:00
TRX00892,C0107,M010,Roti Bakar,Food,1,20000,20000,2025-05-28,11:34:00
TRX01679,C0195,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-11-16,18:39:00
TRX00678,C0181,M001,Kopi Latte,Coffee,1,28000,28000,2024-11-25,12:29:00
TRX00538,C0054,M009,Sandwich Ayam,Food,1,35000,35000,2025-05-12,08:07:00
TRX01925,C0041,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-03-19,14:37:00
TRX02999,C0019,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2025-05-19,21:35:00
TRX01289,C0024,M003,Americano,Coffee,1,22000,22000,2024-12-21,12:24:00
TRX02383,C0137,M011,Pasta Carbonara,Food,1,45000,45000,2025-05-25,20:11:00
TRX01146,C0099,M011,Pasta Carbonara,Food,1,45000,45000,2025-06-23,17:19:00
TRX01782,C0154,M015,Cheesecake,Food,1,30000,30000,2025-06-27,20:24:00
TRX00494,C0013,M002,Cappuccino,Coffee,1,30000,30000,2025-04-07,20:44:00
TRX01295,C0011,M007,Teh Tarik,Non-Coffee,1,15000,15000,2024-09-01,14:21:00
TRX02010,C0119,M001,Kopi Latte,Coffee,1,28000,28000,2024-08-06,20:19:00
TRX02092,C0133,M008,Croissant,Food,1,25000,25000,2025-06-03,17:19:00
TRX00347,C0025,M003,Americano,Coffee,2,22000,44000,2025-02-07,16:57:00
TRX01729,C0149,M010,Roti Bakar,Food,1,20000,20000,2024-08-29,19:47:00
TRX02351,C0129,M003,Americano,Coffee,3,22000,66000,2024-09-30,14:16:00
TRX01106,C0136,M004,Espresso,Coffee,2,18000,36000,2025-03-21,11:58:00
TRX02435,C0171,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-11-26,21:47:00
TRX01897,C0073,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-02-03,08:49:00
TRX02637,C0126,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-07-04,09:03:00
TRX01775,C0019,M001,Kopi Latte,Coffee,1,28000,28000,2024-12-12,08:52:00
TRX01457,C0075,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2024-07-03,21:25:00
TRX02113,C0197,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-06-10,18:05:00
TRX01986,C0071,M008,Croissant,Food,3,25000,75000,2025-02-01,13:53:00
TRX01485,C0114,M004,Espresso,Coffee,1,18000,18000,2024-08-19,21:23:00
TRX02249,C0075,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-11-20,10:37:00
TRX01962,C0095,M001,Kopi Latte,Coffee,1,28000,28000,2024-11-13,13:56:00
TRX01390,C0089,M007,Teh Tarik,Non-Coffee,1,15000,15000,2024-10-05,16:28:00
TRX01960,C0187,M002,Cappuccino,Coffee,1,30000,30000,2024-08-26,14:55:00
TRX02488,C0136,M002,Cappuccino,Coffee,1,30000,30000,2024-09-23,16:20:00
TRX02854,C0022,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-09-10,19:16:00
TRX01348,C0107,M004,Espresso,Coffee,2,18000,36000,2024-11-15,21:19:00
TRX01706,C0192,M003,Americano,Coffee,1,22000,22000,2025-02-20,12:17:00
TRX02945,C0135,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2025-05-10,17:39:00
TRX02016,C0187,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-01-01,21:58:00
TRX00014,C0018,M013,Vietnamese Drip,Coffee,2,27000,54000,2024-10-29,14:06:00
TRX00507,C0016,M005,Matcha Latte,Non-Coffee,3,32000,96000,2025-05-17,08:35:00
TRX00215,C0043,M001,Kopi Latte,Coffee,2,28000,56000,2025-03-08,17:03:00
TRX01427,C0149,M015,Cheesecake,Food,3,30000,90000,2025-01-21,20:51:00
TRX00340,C0075,M010,Roti Bakar,Food,2,20000,40000,2025-01-01,18:41:00
TRX00625,C0026,M001,Kopi Latte,Coffee,1,28000,28000,2025-02-17,14:13:00
TRX00274,C0008,M015,Cheesecake,Food,1,30000,30000,2024-11-21,20:37:00
TRX01278,C0112,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-01-21,08:59:00
TRX02258,C0156,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-02-17,09:50:00
TRX00022,C0006,M001,Kopi Latte,Coffee,2,28000,56000,2025-06-03,20:47:00
TRX01519,C0025,M004,Espresso,Coffee,1,18000,18000,2025-01-13,20:17:00
TRX02891,C0043,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-01-22,10:35:00
TRX02099,C0121,M001,Kopi Latte,Coffee,3,28000,84000,2025-01-20,08:32:00
TRX00353,C0159,M008,Croissant,Food,1,25000,25000,2025-05-23,18:29:00
TRX01994,C0121,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-03-28,19:38:00
TRX00289,C0020,M015,Cheesecake,Food,2,30000,60000,2025-04-07,14:41:00
TRX02010,C0119,M008,Croissant,Food,1,25000,25000,2024-08-06,19:53:00
TRX00505,C0129,M001,Kopi Latte,Coffee,1,28000,28000,2025-02-20,19:10:00
TRX02740,C0047,M003,Americano,Coffee,1,22000,22000,2024-09-28,21:09:00
TRX01209,C0125,M001,Kopi Latte,Coffee,2,28000,56000,2025-02-10,12:38:00
TRX02659,C0026,M003,Americano,Coffee,1,22000,22000,2024-10-25,21:35:00
TRX00851,C0054,M003,Americano,Coffee,1,22000,22000,2024-10-21,21:23:00
TRX02662,C0039,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-02-03,09:38:00
TRX00415,C0066,M010,Roti Bakar,Food,1,20000,20000,2024-10-05,16:07:00
TRX01300,C0132,M008,Croissant,Food,1,25000,25000,2024-08-10,14:01:00
TRX02847,C0037,M008,Croissant,Food,1,25000,25000,2025-03-11,11:20:00
TRX00441,C0059,M008,Croissant,Food,2,25000,50000,2024-08-21,19:09:00
TRX00620,C0076,M012,Caramel Macchiato,Coffee,3,33000,99000,2025-05-06,10:36:00
TRX02589,C0054,M007,Teh Tarik,Non-Coffee,1,15000,15000,2024-09-12,14:06:00
TRX00991,C0100,M001,Kopi Latte,Coffee,1,28000,28000,2025-01-22,20:32:00
TRX00188,C0028,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-08-16,12:06:00
TRX00735,C0192,M004,Espresso,Coffee,2,18000,36000,2025-01-01,12:33:00
TRX02016,C0187,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-01-01,16:03:00
TRX00031,C0068,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-04-26,18:14:00
TRX02114,C0148,M001,Kopi Latte,Coffee,1,28000,28000,2025-01-09,13:51:00
TRX02042,C0099,M011,Pasta Carbonara,Food,1,45000,45000,2025-01-18,18:21:00
TRX00087,C0027,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-04-24,21:41:00
TRX02932,C0103,M001,Kopi Latte,Coffee,2,28000,56000,2025-01-12,15:47:00
TRX01015,C0068,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-06-30,15:46:00
TRX00431,C0063,M009,Sandwich Ayam,Food,1,35000,35000,2024-12-21,11:43:00
TRX02080,C0088,M013,Vietnamese Drip,Coffee,2,27000,54000,2024-10-03,11:00:00
TRX01956,C0123,M003,Americano,Coffee,1,22000,22000,2025-06-21,09:24:00
TRX02073,C0186,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-12-07,11:12:00
TRX01126,C0085,M015,Cheesecake,Food,1,30000,30000,2025-01-17,17:33:00
TRX00493,C0153,M004,Espresso,Coffee,1,18000,18000,2025-04-21,17:47:00
TRX01477,C0159,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-01-03,09:34:00
TRX01675,C0074,M011,Pasta Carbonara,Food,1,45000,45000,2024-08-29,11:30:00
TRX01737,C0185,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-09-15,12:31:00
TRX00659,C0191,M008,Croissant,Food,1,25000,25000,2025-01-02,15:44:00
TRX02011,C0144,M003,Americano,Coffee,2,22000,44000,2025-06-30,10:51:00
TRX01327,C0134,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2024-11-25,19:18:00
TRX00350,C0130,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-10-23,15:51:00
TRX02722,C0016,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-08-10,09:50:00
TRX00161,C0077,M015,Cheesecake,Food,2,30000,60000,2024-11-18,10:40:00
